timestamp,F3
289422,-13.84735
289426,71.16001
289430,-100.0087
289434,81.54552
289438,-37.69557
289442,-26.92541
289446,75.39114
289450,-96.54682
289454,76.16044
289458,-30.77189
289462,-33.84908
289466,80.39158
289470,-98.47006
289474,70.00606
289478,-25.38681
289482,-48.85038
289486,83.46877
289490,-99.23936
289494,65.39028
289498,-6.154379
289502,-50.00433
289506,94.62358
289509,-87.31525
289513,61.92844
289517,0.3846487
289521,-60.0052
289525,88.85385
289529,-99.62401
289533,42.31136
289537,-4.231136
289541,-76.16044
289545,82.69947
289549,-104.6244
289553,32.69514
289557,7.692974
289561,-82.69947
289565,86.54595
289569,-91.54639
289573,23.07892
289577,8.077622
289581,-91.54639
289585,86.9306
289589,-83.08412
289593,17.30919
289597,19.23243
289601,-90.77709
289605,87.6999
289609,-90.77709
289613,-7.692974
289617,12.30876
289621,-123.4722
289625,53.46617
289629,-110.0095
289633,-39.23417
289636,0
289640,-141.5507
289644,40.38811
289648,-106.5477
289652,-44.2346
289656,14.61665
289660,-136.9349
289664,47.31179
289668,-92.70033
289672,-51.92757
289676,22.30962
289680,-140.0121
289684,43.08065
289688,-88.08455
289692,-72.6986
289696,11.15481
289700,-151.9362
289704,27.31006
289708,-95.39287
289712,-87.6999
289716,18.84779
289720,-161.5524
289724,3.846487
289728,-95.00823
289732,-106.5477
289736,10.38551
289740,-170.3994
289744,-1.923243
289748,-89.62314
289752,-122.7029
289756,10.77016
289760,-171.5533
289763,-1.923243
289767,-65.00563
289771,-113.0867
289775,23.84822
289779,-161.5524
289783,-10.00087
289787,-63.85168
289791,-123.4722
289795,32.31049
289799,-155.3981
289803,-15.0013
289807,-55.77406
289811,-132.7038
289815,33.84908
289819,-149.2437
289823,-25.38681
289827,-43.84995
289831,-136.1656
289835,33.07979
289839,-139.6275
289843,-22.69427
289847,-25.00216
289851,-135.0117
289855,40.77276
289859,-129.242
289863,-30.38725
289867,-20.77103
289871,-142.7047
289875,39.23417
289879,-125.0108
289883,-36.15698
289887,-5.76973
289890,-139.6275
289894,43.4653
289898,-117.3178
289902,-43.4653
289906,9.231568
289910,-128.8573
289914,53.46617
289918,-98.08542
289922,-45.0039
289926,15.38595
289930,-141.9354
289934,37.69557
289938,-97.31612
289942,-55.38941
289946,26.15611
289950,-135.781
289954,41.54206
289958,-81.54552
289962,-61.15914
289966,32.69514
289970,-139.2428
289974,30.38725
289978,-86.16131
289982,-81.93017
289986,27.69471
289990,-147.7051
289994,25.77146
289998,-68.85211
290002,-86.9306
290006,34.23373
290010,-143.8586
290014,17.69384
290017,-66.15957
290021,-99.23936
290025,33.84908
290029,-147.7051
290033,13.4627
290037,-51.92757
290041,-95.77752
290045,49.61968
290049,-130.7806
290053,12.30876
290057,-45.77319
290061,-112.3174
290065,40.00346
290069,-138.8582
290073,-8.462271
290077,-45.38855
290081,-127.7034
290085,33.84908
290089,-150.3976
290093,-28.464
290097,-42.31136
290101,-133.4731
290105,36.54163
290109,-143.474
290113,-44.2346
290117,-48.08109
290121,-159.6292
290125,15.0013
290129,-153.0902
290133,-61.15914
290137,-57.31265
290141,-196.9401
290144,-30.38725
290148,-202.3252
290152,-123.8569
290156,-104.2398
290160,-256.176
290164,-92.70033
290168,-265.7922
290172,-254.6374
290176,-241.944
290180,-389.6491
290184,-218.4805
290188,-361.9544
290192,-299.6413
290196,-221.9423
290200,-380.4176
290204,-211.9414
290208,-351.5689
290212,-323.4895
290216,-234.6357
290220,-397.3421
290224,-222.7116
290228,-340.7987
290232,-326.5667
290236,-229.2506
290240,-397.7267
290244,-221.5576
290248,-328.8746
290252,-336.183
290256,-222.7116
290260,-396.1881
290264,-224.6348
290268,-309.6422
290271,-324.2588
290275,-198.8634
290279,-378.4943
290283,-215.7879
290287,-283.1014
290291,-320.797
290295,-182.3235
290299,-360.0312
290303,-207.7103
290307,-269.2541
290311,-327.336
290315,-176.1691
290319,-346.1838
290323,-192.3243
290327,-230.0199
290331,-302.7185
290335,-148.4744
290339,-329.6439
290343,-195.4015
290347,-224.2502
290351,-306.565
290355,-139.6275
290359,-316.5659
290363,-191.1704
290367,-200.0173
290371,-297.3334
290375,-120.0104
290379,-293.4869
290383,-184.6314
290387,-173.4766
290391,-272.7159
290395,-87.31525
290398,-250.7909
290402,-156.552
290406,-133.0884
290410,-256.9453
290414,-74.2372
290418,-231.9432
290422,-156.9367
290426,-115.01
290430,-253.0988
290434,-72.31395
290438,-215.4033
290442,-143.474
290446,-87.6999
290450,-244.2519
290454,-65.77493
290458,-208.4796
290462,-162.3217
290466,-89.2385
290470,-239.6361
290474,-58.4666
290478,-187.3239
290482,-161.9371
290486,-75.39114
290490,-240.7901
290494,-66.15957
290498,-180.0156
290502,-165.7836
290506,-58.85125
290510,-226.5581
290514,-61.92844
290518,-170.0147
290522,-178.8616
290525,-70.39071
290529,-249.2523
290533,-84.23806
290537,-168.4761
290541,-188.4779
290545,-51.54292
290549,-227.712
290553,-76.16044
290557,-155.3981
290561,-193.4783
290565,-53.85082
290569,-225.0195
290573,-66.92887
290577,-125.7801
290581,-181.1695
290585,-35.00303
290589,-216.1726
290593,-76.16044
290597,-114.2407
290601,-184.6314
290605,-28.84865
290609,-209.2489
290613,-81.93017
290617,-111.5481
290621,-200.402
290625,-33.46444
290629,-221.9423
290633,-135.0117
290637,-146.5511
290641,-251.1756
290645,-81.16087
290649,-244.2519
290652,-127.7034
290656,-108.8556
290660,-231.9432
290664,-60.77449
290668,-225.7888
290672,-136.9349
290676,-111.1635
290680,-240.7901
290684,-56.15871
290688,-212.3261
290692,-139.2428
290696,-93.08498
290700,-235.0203
290704,-56.15871
290708,-200.402
290712,-150.3976
290716,-95.77752
290720,-242.7133
290724,-56.54336
290728,-195.4015
290732,-158.0906
290736,-83.85341
290740,-248.0984
290744,-69.23676
290748,-191.9397
290752,-173.0919
290756,-77.69903
290760,-239.6361
290764,-63.08238
290768,-173.8612
290772,-170.3994
290776,-64.23633
290779,-230.0199
290783,-53.08152
290787,-148.0897
290791,-162.7064
290795,-48.08109
290799,-225.0195
290803,-57.31265
290807,-136.1656
290811,-166.5529
290815,-29.61795
290819,-211.9414
290823,-57.31265
290827,-126.1648
290831,-170.3994
290835,-21.92498
290839,-201.1713
290843,-51.54292
290847,-103.0858
290851,-170.0147
290855,-19.61708
290859,-202.3252
290863,-62.69774
290867,-93.46963
290871,-175.7844
290875,-13.07806
290879,-196.9401
290883,-74.62185
290887,-94.62358
290891,-189.2472
290895,-21.54033
290899,-194.6322
290903,-77.69903
290906,-75.77579
290910,-186.17
